Time (seconds)	TX1 (dB)	TX2 (dB)	TX3 (dB)	TX4 (dB)	TX5 (dB)	TX6 (dB)	TX7 (dB)	TX8 (dB)	
15.0000	-67.7547+0.7504i	-73.2581+0.7504i	-76.9461+0.7504i	-91.7918+0.7504i	-65.0293+0.7504i	-84.2113+0.7504i	-58.5549+0.7504i	-93.0408+0.7504i
15.0167	-68.1419+0.7504i	-73.7864+0.7504i	-77.0143+0.7504i	-91.8648+0.7504i	-64.7739+0.7504i	-82.7250+0.7504i	-58.5976+0.7504i	-92.8601+0.7504i
15.0333	-68.5391+0.7504i	-74.2084+0.7504i	-77.0553+0.7504i	-91.9172+0.7504i	-64.7018+0.7504i	-81.5886+0.7504i	-58.6111+0.7504i	-92.7351+0.7504i
15.0500	-68.9127+0.7504i	-74.4992+0.7504i	-77.0733+0.7504i	-91.9508+0.7504i	-64.8373+0.7504i	-80.7439+0.7504i	-58.5744+0.7504i	-92.6545+0.7504i
15.0667	-69.2075+0.7504i	-74.6778+0.7504i	-77.0726+0.7504i	-91.9684+0.7504i	-65.1241+0.7504i	-80.1253+0.7504i	-58.4512+0.7504i	-92.6095+0.7504i
15.0833	-69.4001+0.7504i	-74.7853+0.7504i	-77.0596+0.7504i	-91.9746+0.7504i	-65.4629+0.7504i	-79.6345+0.7504i	-58.3033+0.7504i	-92.5939+0.7504i
15.1000	-69.5217+0.7504i	-74.8561+0.7504i	-77.0456+0.7504i	-91.9772+0.7504i	-65.7122+0.7504i	-79.1577+0.7504i	-58.1725+0.7504i	-92.5912+0.7504i
15.1167	-69.6413+0.7504i	-74.9343+0.7504i	-77.0429+0.7504i	-91.9861+0.7504i	-65.7473+0.7504i	-78.5953+0.7504i	-58.0671+0.7504i	-92.5893+0.7504i
15.1333	-69.8592+0.7504i	-75.0983+0.7504i	-77.0536+0.7504i	-92.0056+0.7504i	-65.5659+0.7504i	-77.9203+0.7504i	-58.0224+0.7504i	-92.5771+0.7504i
15.1500	-70.3103+0.7504i	-75.4034+0.7504i	-77.0681+0.7504i	-92.0325+0.7504i	-65.2888+0.7504i	-77.1845+0.7504i	-58.0395+0.7504i	-92.5562+0.7504i
15.1667	-71.1064+0.7504i	-75.8119+0.7504i	-77.0787+0.7504i	-92.0576+0.7504i	-65.0282+0.7504i	-76.4747+0.7504i	-58.1012+0.7504i	-92.5365+0.7504i
15.1833	-72.2336+0.7504i	-76.2231+0.7504i	-77.0876+0.7504i	-92.0768+0.7504i	-64.8253+0.7504i	-75.8553+0.7504i	-58.1815+0.7504i	-92.5218+0.7504i
15.2000	-73.4337+0.7504i	-76.5823+0.7504i	-77.1010+0.7504i	-92.0930+0.7504i	-64.6858+0.7504i	-75.3484+0.7504i	-58.3152+0.7504i	-92.5119+0.7504i
15.2167	-74.3485+0.7504i	-76.8803+0.7504i	-77.1218+0.7504i	-92.1076+0.7504i	-64.6135+0.7504i	-74.9574+0.7504i	-58.3069+0.7504i	-92.5075+0.7504i
15.2333	-74.8048+0.7504i	-77.1237+0.7504i	-77.1427+0.7504i	-92.1179+0.7504i	-64.6103+0.7504i	-74.6942+0.7504i	-58.2363+0.7504i	-92.5095+0.7504i
15.2500	-74.9242+0.7504i	-77.2886+0.7504i	-77.1563+0.7504i	-92.1211+0.7504i	-64.6383+0.7504i	-74.5697+0.7504i	-58.1201+0.7504i	-92.5194+0.7504i
15.2667	-74.9424+0.7504i	-77.3072+0.7504i	-77.1656+0.7504i	-92.1209+0.7504i	-64.6401+0.7504i	-74.5735+0.7504i	-57.9653+0.7504i	-92.5351+0.7504i
15.2833	-74.9975+0.7504i	-77.1401+0.7504i	-77.1821+0.7504i	-92.1244+0.7504i	-64.6035+0.7504i	-74.6727+0.7504i	-57.7822+0.7504i	-92.5480+0.7504i
15.3000	-75.0758+0.7504i	-76.8351+0.7504i	-77.2080+0.7504i	-92.1379+0.7504i	-64.5877+0.7504i	-74.8388+0.7504i	-57.5841+0.7504i	-92.5578+0.7504i
15.3167	-75.0734+0.7504i	-76.5053+0.7504i	-77.2626+0.7504i	-92.1718+0.7504i	-64.6823+0.7504i	-75.0792+0.7504i	-57.3956+0.7504i	-92.5641+0.7504i
15.3333	-74.9412+0.7504i	-76.2524+0.7504i	-77.3416+0.7504i	-92.2408+0.7504i	-64.9415+0.7504i	-75.4175+0.7504i	-57.2295+0.7504i	-92.5640+0.7504i
15.3500	-74.4977+0.7504i	-76.2589+0.7504i	-77.4463+0.7504i	-92.3692+0.7504i	-65.3346+0.7504i	-75.8456+0.7504i	-57.0809+0.7504i	-92.5536+0.7504i
15.3667	-73.8133+0.7504i	-76.4886+0.7504i	-77.5611+0.7504i	-92.5541+0.7504i	-65.7730+0.7504i	-76.3035+0.7504i	-56.9400+0.7504i	-92.5306+0.7504i
15.3833	-72.9636+0.7504i	-76.8767+0.7504i	-77.6585+0.7504i	-92.7579+0.7504i	-66.1281+0.7504i	-76.7663+0.7504i	-56.8014+0.7504i	-92.4966+0.7504i
15.4000	-72.0740+0.7504i	-77.3443+0.7504i	-77.7273+0.7504i	-92.9536+0.7504i	-66.4305+0.7504i	-77.0900+0.7504i	-56.6699+0.7504i	-92.4593+0.7504i
15.4167	-71.2669+0.7504i	-77.8521+0.7504i	-77.7612+0.7504i	-93.1214+0.7504i	-66.6868+0.7504i	-77.3023+0.7504i	-56.5610+0.7504i	-92.4289+0.7504i
15.4333	-70.6060+0.7504i	-78.4341+0.7504i	-77.7561+0.7504i	-93.2530+0.7504i	-66.8281+0.7504i	-77.5921+0.7504i	-56.4969+0.7504i	-92.4134+0.7504i
15.4500	-70.0850+0.7504i	-79.1629+0.7504i	-77.7126+0.7504i	-93.3489+0.7504i	-66.8658+0.7504i	-78.0098+0.7504i	-56.4944+0.7504i	-92.4142+0.7504i
15.4667	-69.6465+0.7504i	-80.0695+0.7504i	-77.6351+0.7504i	-93.4082+0.7504i	-66.8200+0.7504i	-78.5827+0.7504i	-56.5559+0.7504i	-92.4295+0.7504i
15.4833	-69.2312+0.7504i	-81.1006+0.7504i	-77.5294+0.7504i	-93.4182+0.7504i	-66.7189+0.7504i	-79.3388+0.7504i	-56.6807+0.7504i	-92.4473+0.7504i
15.5000	-68.8199+0.7504i	-82.1644+0.7504i	-77.4037+0.7504i	-93.3651+0.7504i	-66.5813+0.7504i	-80.2907+0.7504i	-56.8383+0.7504i	-92.4651+0.7504i
15.5167	-68.4082+0.7504i	-83.1756+0.7504i	-77.2751+0.7504i	-93.2536+0.7504i	-66.4191+0.7504i	-81.4173+0.7504i	-56.9998+0.7504i	-92.4785+0.7504i
15.5333	-67.9887+0.7504i	-84.0972+0.7504i	-77.1639+0.7504i	-93.1045+0.7504i	-66.2478+0.7504i	-82.6996+0.7504i	-57.1485+0.7504i	-92.4838+0.7504i
15.5500	-67.5713+0.7504i	-84.9511+0.7504i	-77.0847+0.7504i	-92.9431+0.7504i	-66.0796+0.7504i	-84.1341+0.7504i	-57.2860+0.7504i	-92.4764+0.7504i
15.5667	-67.2029+0.7504i	-85.8258+0.7504i	-77.0397+0.7504i	-92.7967+0.7504i	-65.9241+0.7504i	-85.7022+0.7504i	-57.4144+0.7504i	-92.4560+0.7504i
15.5833	-66.9351+0.7504i	-86.8522+0.7504i	-77.0256+0.7504i	-92.6934+0.7504i	-65.8030+0.7504i	-87.3309+0.7504i	-57.5351+0.7504i	-92.4212+0.7504i
15.6000	-66.7759+0.7504i	-88.1080+0.7504i	-77.0383+0.7504i	-92.6458+0.7504i	-65.7369+0.7504i	-88.8820+0.7504i	-57.6483+0.7504i	-92.3731+0.7504i
15.6167	-66.6906+0.7504i	-89.5271+0.7504i	-77.0662+0.7504i	-92.6312+0.7504i	-65.7232+0.7504i	-90.1508+0.7504i	-57.7577+0.7504i	-92.3161+0.7504i
15.6333	-66.6345+0.7504i	-90.8860+0.7504i	-77.0859+0.7504i	-92.6057+0.7504i	-65.7439+0.7504i	-90.9413+0.7504i	-57.8705+0.7504i	-92.2594+0.7504i
15.6500	-66.5839+0.7504i	-91.9480+0.7504i	-77.0795+0.7504i	-92.5415+0.7504i	-65.7789+0.7504i	-91.1829+0.7504i	-57.9931+0.7504i	-92.2129+0.7504i
15.6667	-66.5375+0.7504i	-92.5879+0.7504i	-77.0404+0.7504i	-92.4330+0.7504i	-65.8088+0.7504i	-90.9729+0.7504i	-58.1250+0.7504i	-92.1809+0.7504i
15.6833	-66.5109+0.7504i	-92.8301+0.7504i	-76.9794+0.7504i	-92.2971+0.7504i	-65.8303+0.7504i	-90.5260+0.7504i	-58.2584+0.7504i	-92.1621+0.7504i
15.7000	-66.5122+0.7504i	-92.7544+0.7504i	-76.9080+0.7504i	-92.1449+0.7504i	-65.8587+0.7504i	-90.0417+0.7504i	-58.3870+0.7504i	-92.1527+0.7504i
15.7167	-66.5362+0.7504i	-92.4596+0.7504i	-76.8573+0.7504i	-92.0409+0.7504i	-65.9144+0.7504i	-89.6477+0.7504i	-58.5160+0.7504i	-92.1476+0.7504i
15.7333	-66.5602+0.7504i	-92.0156+0.7504i	-76.8172+0.7504i	-91.9624+0.7504i	-66.0071+0.7504i	-89.4036+0.7504i	-58.6618+0.7504i	-92.1427+0.7504i
15.7500	-66.5642+0.7504i	-91.4494+0.7504i	-76.7902+0.7504i	-91.9135+0.7504i	-66.1323+0.7504i	-89.2970+0.7504i	-58.8420+0.7504i	-92.1343+0.7504i
15.7667	-66.5401+0.7504i	-90.7747+0.7504i	-76.7776+0.7504i	-91.8948+0.7504i	-66.2723+0.7504i	-89.2477+0.7504i	-59.0676+0.7504i	-92.1219+0.7504i
15.7833	-66.4966+0.7504i	-90.0028+0.7504i	-76.7778+0.7504i	-91.9006+0.7504i	-66.4093+0.7504i	-89.2164+0.7504i	-59.3355+0.7504i	-92.1092+0.7504i
15.8000	-66.4552+0.7504i	-89.1428+0.7504i	-76.7850+0.7504i	-91.9197+0.7504i	-66.5479+0.7504i	-89.2947+0.7504i	-59.6232+0.7504i	-92.1032+0.7504i
15.8167	-66.4288+0.7504i	-88.1924+0.7504i	-76.7949+0.7504i	-91.9410+0.7504i	-66.7163+0.7504i	-89.6478+0.7504i	-59.8922+0.7504i	-92.1094+0.7504i
15.8333	-66.4053+0.7504i	-87.1431+0.7504i	-76.8045+0.7504i	-91.9588+0.7504i	-66.9417+0.7504i	-90.3741+0.7504i	-60.0962+0.7504i	-92.1295+0.7504i
15.8500	-66.3625+0.7504i	-85.9984+0.7504i	-76.8119+0.7504i	-91.9708+0.7504i	-67.2239+0.7504i	-91.3488+0.7504i	-60.2000+0.7504i	-92.1615+0.7504i
15.8667	-66.2929+0.7504i	-84.7767+0.7504i	-76.8159+0.7504i	-91.9763+0.7504i	-67.5384+0.7504i	-92.1947+0.7504i	-60.1943+0.7504i	-92.2001+0.7504i
15.8833	-66.1905+0.7504i	-83.4805+0.7504i	-76.8185+0.7504i	-91.9762+0.7504i	-67.8600+0.7504i	-92.4947+0.7504i	-60.0812+0.7504i	-92.2431+0.7504i
15.9000	-66.0505+0.7504i	-82.1180+0.7504i	-76.8230+0.7504i	-91.9727+0.7504i	-68.1600+0.7504i	-92.1967+0.7504i	-59.9379+0.7504i	-92.2879+0.7504i
15.9167	-65.8925+0.7504i	-80.7284+0.7504i	-76.8273+0.7504i	-91.9661+0.7504i	-68.4109+0.7504i	-91.6258+0.7504i	-59.5940+0.7504i	-92.3674+0.7504i
15.9333	-65.7685+0.7504i	-79.3722+0.7504i	-76.8236+0.7504i	-91.9538+0.7504i	-68.6037+0.7504i	-91.0474+0.7504i	-59.2430+0.7504i	-92.4785+0.7504i
15.9500	-65.7256+0.7504i	-78.0992+0.7504i	-76.8046+0.7504i	-91.9335+0.7504i	-68.7534+0.7504i	-90.4512+0.7504i	-58.9023+0.7504i	-92.6408+0.7504i
15.9667	-65.7711+0.7504i	-76.9380+0.7504i	-76.7710+0.7504i	-91.9071+0.7504i	-68.8510+0.7504i	-89.6719+0.7504i	-58.5694+0.7504i	-92.8890+0.7504i
15.9833	-65.8745+0.7504i	-75.9060+0.7504i	-76.7328+0.7504i	-91.8806+0.7504i	-68.8810+0.7504i	-88.5565+0.7504i	-58.3126+0.7504i	-93.1528+0.7504i
16.0000	-66.0055+0.7504i	-75.0357+0.7504i	-76.7042+0.7504i	-91.8614+0.7504i	-68.8684+0.7504i	-87.0614+0.7504i	-58.1161+0.7504i	-93.4318+0.7504i
16.0167	-66.1463+0.7504i	-74.3558+0.7504i	-76.6958+0.7504i	-91.8534+0.7504i	-68.8545+0.7504i	-85.3158+0.7504i	-57.9728+0.7504i	-93.7193+0.7504i
16.0333	-66.3012+0.7504i	-73.8738+0.7504i	-76.7094+0.7504i	-91.8596+0.7504i	-68.8588+0.7504i	-83.6052+0.7504i	-57.8855+0.7504i	-93.9981+0.7504i
16.0500	-66.4827+0.7504i	-73.5746+0.7504i	-76.7327+0.7504i	-91.8620+0.7504i	-68.8818+0.7504i	-81.9176+0.7504i	-57.8632+0.7504i	-94.2380+0.7504i
16.0667	-66.7066+0.7504i	-73.4321+0.7504i	-76.7565+0.7504i	-91.8543+0.7504i	-68.8932+0.7504i	-80.6420+0.7504i	-57.9040+0.7504i	-94.4027+0.7504i
16.0833	-66.9894+0.7504i	-73.4117+0.7504i	-76.7869+0.7504i	-91.8548+0.7504i	-68.8791+0.7504i	-79.5888+0.7504i	-57.9888+0.7504i	-94.4676+0.7504i
16.1000	-67.3323+0.7504i	-73.4782+0.7504i	-76.8243+0.7504i	-91.8605+0.7504i	-68.8181+0.7504i	-78.7998+0.7504i	-58.0915+0.7504i	-94.4308+0.7504i
16.1167	-67.7056+0.7504i	-73.6102+0.7504i	-76.8684+0.7504i	-91.8727+0.7504i	-68.6989+0.7504i	-78.3008+0.7504i	-58.1929+0.7504i	-94.3083+0.7504i
16.1333	-68.0699+0.7504i	-73.8145+0.7504i	-76.9142+0.7504i	-91.8891+0.7504i	-68.5450+0.7504i	-78.0807+0.7504i	-58.2838+0.7504i	-94.1254+0.7504i
16.1500	-68.4005+0.7504i	-74.1222+0.7504i	-76.9541+0.7504i	-91.9064+0.7504i	-68.4038+0.7504i	-78.0701+0.7504i	-58.3644+0.7504i	-93.9101+0.7504i
16.1667	-68.7184+0.7504i	-74.5278+0.7504i	-76.9795+0.7504i	-91.9207+0.7504i	-68.3202+0.7504i	-78.1797+0.7504i	-58.4397+0.7504i	-93.6884+0.7504i
16.1833	-68.9924+0.7504i	-75.1023+0.7504i	-76.9847+0.7504i	-91.9290+0.7504i	-68.2969+0.7504i	-78.3174+0.7504i	-58.5193+0.7504i	-93.4778+0.7504i
16.2000	-69.2138+0.7504i	-75.7508+0.7504i	-76.9703+0.7504i	-91.9302+0.7504i	-68.2955+0.7504i	-78.4228+0.7504i	-58.6219+0.7504i	-93.2827+0.7504i
16.2167	-69.3354+0.7504i	-76.4162+0.7504i	-76.9456+0.7504i	-91.9276+0.7504i	-68.2824+0.7504i	-78.4504+0.7504i	-58.7776+0.7504i	-93.0899+0.7504i
16.2333	-69.3467+0.7504i	-77.0377+0.7504i	-76.9238+0.7504i	-91.9262+0.7504i	-68.2568+0.7504i	-78.4177+0.7504i	-58.8852+0.7504i	-92.9690+0.7504i
16.2500	-69.2693+0.7504i	-77.5775+0.7504i	-76.9109+0.7504i	-91.9273+0.7504i	-68.2390+0.7504i	-78.3471+0.7504i	-58.9813+0.7504i	-92.8738+0.7504i
16.2667	-69.1464+0.7504i	-78.0340+0.7504i	-76.9008+0.7504i	-91.9290+0.7504i	-68.2363+0.7504i	-78.2602+0.7504i	-59.0491+0.7504i	-92.7993+0.7504i
16.2833	-69.0092+0.7504i	-78.4291+0.7504i	-76.8955+0.7504i	-91.9328+0.7504i	-68.2342+0.7504i	-78.1487+0.7504i	-59.0749+0.7504i	-92.7482+0.7504i
16.3000	-68.8711+0.7504i	-78.7941+0.7504i	-76.9001+0.7504i	-91.9406+0.7504i	-68.2091+0.7504i	-77.9977+0.7504i	-59.3042+0.7504i	-92.7337+0.7504i
16.3167	-68.7588+0.7504i	-79.1136+0.7504i	-76.9223+0.7504i	-91.9543+0.7504i	-68.1316+0.7504i	-77.7814+0.7504i	-59.3975+0.7504i	-92.7102+0.7504i
16.3333	-68.6928+0.7504i	-79.3796+0.7504i	-76.9562+0.7504i	-91.9734+0.7504i	-67.9970+0.7504i	-77.4850+0.7504i	-59.4581+0.7504i	-92.6918+0.7504i
16.3500	-68.7009+0.7504i	-79.6046+0.7504i	-76.9977+0.7504i	-91.9974+0.7504i	-67.8224+0.7504i	-77.1302+0.7504i	-59.4613+0.7504i	-92.6772+0.7504i
16.3667	-68.7899+0.7504i	-79.8095+0.7504i	-77.0433+0.7504i	-92.0258+0.7504i	-67.6221+0.7504i	-76.7441+0.7504i	-59.4126+0.7504i	-92.6662+0.7504i
16.3833	-68.9464+0.7504i	-79.9852+0.7504i	-77.0909+0.7504i	-92.0586+0.7504i	-67.3860+0.7504i	-76.3538+0.7504i	-59.3196+0.7504i	-92.6557+0.7504i
16.4000	-69.1540+0.7504i	-80.0873+0.7504i	-77.1399+0.7504i	-92.0956+0.7504i	-67.0948+0.7504i	-75.9700+0.7504i	-59.2085+0.7504i	-92.6423+0.7504i
16.4167	-69.3920+0.7504i	-80.1014+0.7504i	-77.1917+0.7504i	-92.1362+0.7504i	-66.7576+0.7504i	-75.5946+0.7504i	-59.0732+0.7504i	-92.6209+0.7504i
16.4333	-69.6534+0.7504i	-80.0158+0.7504i	-77.2477+0.7504i	-92.1787+0.7504i	-66.4114+0.7504i	-75.2494+0.7504i	-58.9088+0.7504i	-92.5904+0.7504i
16.4500	-69.9417+0.7504i	-79.8084+0.7504i	-77.3059+0.7504i	-92.2203+0.7504i	-66.0923+0.7504i	-74.9586+0.7504i	-58.7266+0.7504i	-92.5554+0.7504i
16.4667	-70.2605+0.7504i	-79.4736+0.7504i	-77.3663+0.7504i	-92.2595+0.7504i	-65.8216+0.7504i	-74.7350+0.7504i	-58.5404+0.7504i	-92.5198+0.7504i
16.4833	-70.5850+0.7504i	-79.0437+0.7504i	-77.4088+0.7504i	-92.2901+0.7504i	-65.6075+0.7504i	-74.5669+0.7504i	-58.3485+0.7504i	-92.4900+0.7504i
16.5000	-70.8644+0.7504i	-78.5533+0.7504i	-77.4936+0.7504i	-92.3386+0.7504i	-65.4630+0.7504i	-74.4388+0.7504i	-58.1584+0.7504i	-92.4610+0.7504i
16.5167	-71.0639+0.7504i	-77.9983+0.7504i	-77.5877+0.7504i	-92.4286+0.7504i	-65.4073+0.7504i	-74.3228+0.7504i	-57.9788+0.7504i	-92.4307+0.7504i
16.5333	-71.2020+0.7504i	-77.3503+0.7504i	-77.6794+0.7504i	-92.5674+0.7504i	-65.4458+0.7504i	-74.1940+0.7504i	-57.8226+0.7504i	-92.4016+0.7504i
16.5500	-71.3230+0.7504i	-76.6136+0.7504i	-77.7581+0.7504i	-92.7455+0.7504i	-65.5617+0.7504i	-74.0596+0.7504i	-57.7000+0.7504i	-92.3769+0.7504i
16.5667	-71.4576+0.7504i	-75.8306+0.7504i	-77.8159+0.7504i	-92.9386+0.7504i	-65.7223+0.7504i	-73.9652+0.7504i	-57.6109+0.7504i	-92.3578+0.7504i
16.5833	-71.6211+0.7504i	-75.0436+0.7504i	-77.8525+0.7504i	-93.1342+0.7504i	-65.8935+0.7504i	-73.9630+0.7504i	-57.5456+0.7504i	-92.3424+0.7504i
16.6000	-71.8139+0.7504i	-74.2959+0.7504i	-77.8675+0.7504i	-93.3253+0.7504i	-66.0450+0.7504i	-74.0811+0.7504i	-57.4937+0.7504i	-92.3282+0.7504i
16.6167	-72.0187+0.7504i	-73.6189+0.7504i	-77.8602+0.7504i	-93.5075+0.7504i	-66.1675+0.7504i	-74.3430+0.7504i	-57.4548+0.7504i	-92.3130+0.7504i
16.6333	-72.0211+0.7504i	-73.1865+0.7504i	-77.8293+0.7504i	-93.6711+0.7504i	-66.2359+0.7504i	-74.7224+0.7504i	-57.4364+0.7504i	-92.2960+0.7504i
16.6500	-71.7832+0.7504i	-72.9680+0.7504i	-77.7767+0.7504i	-93.7978+0.7504i	-66.3049+0.7504i	-75.2355+0.7504i	-57.4461+0.7504i	-92.2789+0.7504i
16.6667	-71.3274+0.7504i	-72.9523+0.7504i	-77.7078+0.7504i	-93.8655+0.7504i	-66.3988+0.7504i	-75.8404+0.7504i	-57.4910+0.7504i	-92.2620+0.7504i
16.6833	-70.7262+0.7504i	-73.1218+0.7504i	-77.6303+0.7504i	-93.8621+0.7504i	-66.5197+0.7504i	-76.4869+0.7504i	-57.5620+0.7504i	-92.2527+0.7504i
16.7000	-70.0525+0.7504i	-73.4572+0.7504i	-77.5528+0.7504i	-93.7951+0.7504i	-66.6513+0.7504i	-77.1611+0.7504i	-57.6588+0.7504i	-92.2477+0.7504i
16.7167	-69.3808+0.7504i	-73.9278+0.7504i	-77.4846+0.7504i	-93.6851+0.7504i	-66.7795+0.7504i	-77.9093+0.7504i	-57.7718+0.7504i	-92.2420+0.7504i
16.7333	-68.7781+0.7504i	-74.5036+0.7504i	-77.4315+0.7504i	-93.5491+0.7504i	-66.9057+0.7504i	-78.8136+0.7504i	-57.8844+0.7504i	-92.2327+0.7504i
16.7500	-68.2741+0.7504i	-75.1707+0.7504i	-77.3936+0.7504i	-93.3967+0.7504i	-67.0316+0.7504i	-79.9047+0.7504i	-57.9908+0.7504i	-92.2182+0.7504i
16.7667	-67.8715+0.7504i	-75.9282+0.7504i	-77.3652+0.7504i	-93.2342+0.7504i	-67.1448+0.7504i	-81.1067+0.7504i	-58.0942+0.7504i	-92.2010+0.7504i
16.7833	-67.5592+0.7504i	-76.7778+0.7504i	-77.3383+0.7504i	-93.0680+0.7504i	-67.2162+0.7504i	-82.2582+0.7504i	-58.2034+0.7504i	-92.1843+0.7504i
16.8000	-67.3189+0.7504i	-77.7015+0.7504i	-77.3050+0.7504i	-92.8997+0.7504i	-67.2336+0.7504i	-83.1971+0.7504i	-58.3225+0.7504i	-92.1701+0.7504i
16.8167	-67.1246+0.7504i	-78.6592+0.7504i	-77.2572+0.7504i	-92.7251+0.7504i	-67.2064+0.7504i	-83.8525+0.7504i	-58.4491+0.7504i	-92.1579+0.7504i
16.8333	-66.9499+0.7504i	-79.6018+0.7504i	-77.2067+0.7504i	-92.5637+0.7504i	-67.1538+0.7504i	-84.2408+0.7504i	-58.5774+0.7504i	-92.1469+0.7504i
16.8500	-66.7845+0.7504i	-80.4819+0.7504i	-77.1484+0.7504i	-92.4069+0.7504i	-67.1029+0.7504i	-84.4344+0.7504i	-58.6995+0.7504i	-92.1370+0.7504i
16.8667	-66.6325+0.7504i	-81.2773+0.7504i	-77.0976+0.7504i	-92.2888+0.7504i	-67.0841+0.7504i	-84.5169+0.7504i	-58.8102+0.7504i	-92.1287+0.7504i
16.8833	-66.5051+0.7504i	-81.9883+0.7504i	-77.0507+0.7504i	-92.1933+0.7504i	-67.1146+0.7504i	-84.5348+0.7504i	-58.9067+0.7504i	-92.1224+0.7504i
16.9000	-66.4115+0.7504i	-82.6070+0.7504i	-77.0151+0.7504i	-92.1231+0.7504i	-67.1903+0.7504i	-84.4731+0.7504i	-58.9904+0.7504i	-92.1202+0.7504i
16.9167	-66.3560+0.7504i	-83.1190+0.7504i	-76.9929+0.7504i	-92.0818+0.7504i	-67.2902+0.7504i	-84.3186+0.7504i	-59.0702+0.7504i	-92.1250+0.7504i
16.9333	-66.3247+0.7504i	-83.4961+0.7504i	-76.9842+0.7504i	-92.0655+0.7504i	-67.3966+0.7504i	-84.0958+0.7504i	-59.1598+0.7504i	-92.1381+0.7504i
16.9500	-66.2926+0.7504i	-83.7149+0.7504i	-76.9842+0.7504i	-92.0656+0.7504i	-67.5006+0.7504i	-83.8484+0.7504i	-59.2702+0.7504i	-92.1572+0.7504i
16.9667	-66.2502+0.7504i	-83.7737+0.7504i	-76.9845+0.7504i	-92.0715+0.7504i	-67.5884+0.7504i	-83.6073+0.7504i	-59.4080+0.7504i	-92.1778+0.7504i
16.9833	-66.2067+0.7504i	-83.6631+0.7504i	-76.9763+0.7504i	-92.0742+0.7504i	-67.6607+0.7504i	-83.3517+0.7504i	-59.5546+0.7504i	-92.1977+0.7504i
17.0000	-66.1773+0.7504i	-83.3629+0.7504i	-76.9563+0.7504i	-92.0699+0.7504i	-67.7371+0.7504i	-83.0459+0.7504i	-59.7389+0.7504i	-92.2138+0.7504i
17.0167	-66.1646+0.7504i	-82.8537+0.7504i	-76.9283+0.7504i	-92.0599+0.7504i	-67.8455+0.7504i	-82.6957+0.7504i	-59.7909+0.7504i	-92.2381+0.7504i
17.0333	-66.1604+0.7504i	-82.1304+0.7504i	-76.8988+0.7504i	-92.0464+0.7504i	-67.9941+0.7504i	-82.3470+0.7504i	-59.7264+0.7504i	-92.2654+0.7504i
17.0500	-66.1661+0.7504i	-81.2204+0.7504i	-76.8713+0.7504i	-92.0307+0.7504i	-68.1848+0.7504i	-82.0118+0.7504i	-59.5247+0.7504i	-92.3261+0.7504i
17.0667	-66.1912+0.7504i	-80.1745+0.7504i	-76.8471+0.7504i	-92.0146+0.7504i	-68.4124+0.7504i	-81.6542+0.7504i	-59.2393+0.7504i	-92.4267+0.7504i
17.0833	-66.2406+0.7504i	-79.0538+0.7504i	-76.8282+0.7504i	-92.0007+0.7504i	-68.6543+0.7504i	-81.2268+0.7504i	-58.8839+0.7504i	-92.6137+0.7504i
17.1000	-66.3104+0.7504i	-77.9039+0.7504i	-76.8142+0.7504i	-91.9907+0.7504i	-68.8689+0.7504i	-80.7199+0.7504i	-58.5255+0.7504i	-92.8753+0.7504i
17.1167	-66.3911+0.7504i	-76.7744+0.7504i	-76.8045+0.7504i	-91.9839+0.7504i	-69.0124+0.7504i	-80.1725+0.7504i	-58.2391+0.7504i	-93.1466+0.7504i
17.1333	-66.4741+0.7504i	-75.7157+0.7504i	-76.8002+0.7504i	-91.9828+0.7504i	-69.0694+0.7504i	-79.6424+0.7504i	-58.0204+0.7504i	-93.4132+0.7504i
17.1500	-66.5566+0.7504i	-74.7801+0.7504i	-76.8029+0.7504i	-91.9777+0.7504i	-69.0492+0.7504i	-79.1452+0.7504i	-57.8601+0.7504i	-93.6700+0.7504i
17.1667	-66.6411+0.7504i	-74.0180+0.7504i	-76.8127+0.7504i	-91.9690+0.7504i	-68.9780+0.7504i	-78.6598+0.7504i	-57.7530+0.7504i	-93.9182+0.7504i
17.1833	-66.7421+0.7504i	-73.4767+0.7504i	-76.8282+0.7504i	-91.9570+0.7504i	-68.8843+0.7504i	-78.1959+0.7504i	-57.6985+0.7504i	-94.1480+0.7504i
17.2000	-66.8789+0.7504i	-73.1775+0.7504i	-76.8475+0.7504i	-91.9443+0.7504i	-68.7861+0.7504i	-77.7741+0.7504i	-57.6920+0.7504i	-94.3333+0.7504i
17.2167	-67.0645+0.7504i	-73.1121+0.7504i	-76.8674+0.7504i	-91.9293+0.7504i	-68.6815+0.7504i	-77.4238+0.7504i	-57.7237+0.7504i	-94.4426+0.7504i
17.2333	-67.3014+0.7504i	-73.2529+0.7504i	-76.8886+0.7504i	-91.9228+0.7504i	-68.5695+0.7504i	-77.1661+0.7504i	-57.7814+0.7504i	-94.4592+0.7504i
17.2500	-67.5817+0.7504i	-73.5519+0.7504i	-76.9106+0.7504i	-91.9219+0.7504i	-68.4632+0.7504i	-77.0161+0.7504i	-57.8553+0.7504i	-94.3869+0.7504i
17.2667	-67.8890+0.7504i	-73.9407+0.7504i	-76.9339+0.7504i	-91.9274+0.7504i	-68.3810+0.7504i	-76.9708+0.7504i	-57.9389+0.7504i	-94.2438+0.7504i
